,backnumber,player_id,team_id,position,birthday,profile,school
2,14,박수종,키움,외야수,2/25/1999,"178cm, 82kg",도신초-강남중-충암고-경성대
3,42,박승주,고양,투수,2/12/1994,"183cm, 96kg",화계초-언북중-경기고-동국대-넥센
4,80,박승호,고양,투수,3/24/2005,"185cm, 92kg",(익산시리틀)-전라중-군산상일고
5,35,박윤성,키움,투수,2/8/2004,"183cm, 96kg",부산수영초-개성중-경남고
6,94,박정훈,키움,투수,3/23/2006,"192cm, 103kg",삼일초-매향중-비봉고
7,0,박주성,키움,투수,11/9/2000,"180cm, 90kg",경동초(성동구리틀)-건대부중-경기고-키움-상무
8,57,박주홍,키움,외야수,4/16/2001,"187cm, 87kg",(하남시리틀)-건대부중-장충고
9,75,박준형,고양,포수,3/7/1999,"177cm, 89kg",화순초-무등중-광주제일고
10,79,박채울,고양,외야수,11/20/2004,"185cm, 86kg",부평초(인천서구리틀)-재능중-충암고
11,84,백진수,고양,투수,2/15/2003,"191cm, 97kg",광주대성초-무등중-광주제일고
12,9,변상권,키움,외야수,4/4/1997,"180cm, 80kg",인천서림초-상인천중-제물포고-인천재능대-히어로즈-키움-상무
13,98,서유신,키움,내야수,8/17/2000,"176cm, 76kg",광주수창초-충장중-화순고-원광대
14,63,손현기,키움,투수,10/22/2005,"188cm, 88kg",순천북초-순천이수중-전주고
15,100,손힘찬,고양,투수,7/17/2002,"191cm, 88kg",(수연영통구리틀)-현도중-세광고-동아대
16,24,송성문,키움,내야수,8/29/1996,"183cm, 88kg",봉천초(용산구리틀)-홍은중-장충고-히어로즈-키움-상무
17,86,송지후,고양,내야수,1/8/2005,"175cm, 74kg",광주수창초-진흥중-광주제일고
18,91,심휘윤,고양,내야수,5/28/2005,"183cm, 84kg",사당초-언북중-배재고
19,64,양경식,고양,내야수,2/3/2001,"171cm, 66kg",인천은봉초(인천남동구리틀)-동산중-제물포고
0,55,양지율,키움,투수,12/16/1998,"185cm, 103kg",서울청구초-홍은중-장충고
1,70,양현종,키움,내야수,8/15/2006,"177cm, 84kg",옥산초-협성경복중-대구고
2,92,어준서,키움,내야수,11/27/2006,"183cm, 87kg",수유초-자양중-경기고
3,93,여동욱,키움,내야수,11/10/2005,"180cm, 90kg",남도초-협성경복중-상원고
4,39,염승원,고양,내야수,3/20/2006,"180cm, 78kg",고명초-휘문중-휘문고
5,0,오상원,고양,투수,7/21/2004,"184cm, 82kg",서울온곡초(광진구리틀)-청원중-선린인터넷고
6,31,오석주,키움,투수,4/14/1998,"180cm, 74kg",양정초-대천중-제주고-LG
7,60,오선진,키움,내야수,7/7/1989,"178cm, 80kg",화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데
8,83,오혜성,고양,투수,2/27/2006,"181cm, 85kg",(남동구리틀)-신흥중-제물포고
9,33,원성준,키움,외야수,3/31/2000,"181cm, 80kg",고명초-서울이수중-경기고-성균관대
10,46,원종현,키움,투수,7/31/1987,"182cm, 88kg",군산중앙초-군산중-군산상고-LG-경찰-NC
11,95,윤석원,고양,투수,7/4/2003,"185cm, 81kg",부산대연초-개성중-부산고
12,96,윤현,키움,투수,10/20/2006,"187cm, 90kg",가동초-자양중-경기고
13,37,이강준,키움,투수,12/14/2001,"180cm, 80kg",서당초-설악중-설악고-KT-롯데-키움-상무
14,34,이명기,고양,내야수,1/3/2000,"186cm, 105kg",광주대성초-충장중-광주동성고
15,26,이승원,키움,내야수,7/2/2004,"185cm, 75kg",도봉초(노원구리틀)-상명중-덕수고
16,15,이용규,키움,외야수,8/26/1985,"170cm, 74kg",성동초-잠신중-덕수정보고-LG-KIA-한화
17,102,이우석,고양,투수,4/16/1996,"185cm, 80kg",군산남초-군산남중-군산상고-NC-상무-NC
18,40,이우현,고양,투수,11/27/2005,"183cm, 80kg",배양초(화성동탄리틀)-안산중앙중-비봉고
19,17,이원석,키움,내야수,10/21/1986,"181cm, 82kg",학강초-광주동성중-광주동성고-(세민디지털대)-롯데-두산-상무-두산-삼성
0,5,이재상,키움,내야수,4/17/2005,"183cm, 85kg",갈산초-성남중-성남고
1,48,이종민,키움,투수,6/4/2001,"185cm, 96kg",성동초-덕수중-성남고
2,2,이주형,키움,외야수,4/2/2001,"181cm, 80kg",송수초(해운대리틀)-센텀중-경남고-LG
3,58,이주형,키움,내야수,7/5/2002,"183cm, 105kg",이매초-매송중-야탑고-키움-상무
4,101,이준우,고양,투수,3/2/2001,"183cm, 93kg",(해운대구리틀)-센텀중-경남고
5,36,이형종,키움,외야수,6/7/1989,"183cm, 87kg",화곡초-양천중-서울고-LG
6,6,임병욱,키움,외야수,9/30/1995,"187cm, 94kg",수원신곡초-배명중-덕수고-히어로즈-키움-상무
7,29,임지열,키움,외야수,8/22/1995,"180cm, 94kg",대전신흥초-건대부중-덕수고-히어로즈-경찰
8,82,임진묵,고양,투수,4/23/2006,"181cm, 85kg",천안청룡초-상명중-경기상고
9,61,장재영,키움,외야수,5/10/2002,"187cm, 83kg",갈산초-서울신월중-덕수고
10,18,장필준,키움,투수,4/8/1988,"190cm, 90kg",온양온천초-온양중-북일고-상무-삼성
11,62,전준표,키움,투수,5/7/2005,"186cm, 90kg",잠일초(강동구리틀)-잠신중-서울고
12,97,전태현,키움,내야수,3/2/2006,"180cm, 82kg",양덕초-마산동중-용마고
13,85,정동준,고양,투수,1/14/2002,"183cm, 90kg",(부산서구리틀)-외포중-용마고-경남대
14,77,정세영,고양,투수,9/23/2006,"177cm, 82kg",학동초-언북중-경기상고
15,13,정현우,키움,투수,4/13/2006,"181cm, 91kg",(서대문구리틀)-충암중-덕수고
16,43,조성훈,고양,투수,3/22/1999,"188cm, 85kg",응봉초(성동구리틀)-건대부중-청원고-SK-상무-SK-SSG
17,20,조영건,키움,투수,2/4/1999,"180cm, 85kg",대전신흥초-충남중-백송고
18,25,주성원,키움,외야수,8/30/2000,"182cm, 95kg",부산대연초(남구리틀)-부산신정중-개성고
19,30,주승우,키움,투수,1/30/2000,"180cm, 82kg",송추초(의정부리틀)-영동중-서울고-성균관대
0,53,최주환,키움,내야수,2/28/1988,"177cm, 73kg",학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG
1,4,카디네스,키움,외야수,10/10/1997,"185cm, 93kg",미국 California State(대)-삼성
2,66,푸이그,키움,외야수,12/7/1990,"188cm, 108kg",쿠바 EIEFD(대)-키움
3,50,하영민,키움,투수,5/7/1995,"183cm, 74kg",광주수창초-진흥중-진흥고-히어로즈
